review_title,product_id,rating,split_2_category,final_l0_category
Noice very high improve that first priority. Good,B075JJ5NQC,4,Kitchen&HomeAppliances,Home & Office
Highly displayed. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
Very convenient for egg boiling. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
Good produvt. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
Good. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
Nice 👍👍👍👍👍. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
Fitting issue. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
Quality of item. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
Auto-cut stopped working after 10 days. ,B091KNVNS9,4.1,Kitchen&HomeAppliances,Home & Office
My sister is very happy with the performance of this item . Good buy and good deal. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Product is good. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Good. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Great product. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Good product. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Good quality product but price is too high. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Value for money. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Good. ,B0188KPKB2,4.1,Kitchen&HomeAppliances,Home & Office
Juicer is not effective. Juicer is not effective,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
Ok good. Ok good,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
Products quality very  good. https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61Z62He3yyL._SY88.jpg,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
Coupler stopped working within 2 months of buying. Didn't expect a prestige product to stop working within 2 months of buying. Coupler isn't rotating. Tried to reset. Still not working. What a waste of money from this brand,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
It is good. Nice,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
Good to buy. Good qualityWorth to buy it,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
Good. Easy use and clean but it's very noisy cannot use if you have small baby that'll wake them up if they're sleeping,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
Weight less. Motor sound heavy,B0756K5DYZ,3.9,Kitchen&HomeAppliances,Home & Office
Good product. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Nice product up to the mark. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Good one. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Excellent. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Water purifier. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Good. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Super. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Good it helping us. ,B00H3H03Q4,4.2,Kitchen&HomeAppliances,Home & Office
Wrong battery. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
It's working. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
Good. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
Ordinary product. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
Good. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
Poor packing not expected from a reputed brand like HUL😣😣😣. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
Water purifier. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
upset with product not good. ,B00E9G8KOY,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00SH18114,4.6,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00PVT30YI,4.1,Kitchen&HomeAppliances,Home & Office
I received a damaged product. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
Some defects but working as of now. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
Using for morenthan 6 months now.. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
Very good product. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
Cord length is too small. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
Easy to use. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
Noise. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
of good quality. ,B0B2CZTCL2,3.8,Kitchen&HomeAppliances,Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B00O2R38C4,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B01N1XVVLC,4.1,"Heating,Cooling&AirQuality",Home & Office
Good one. The main concern is power cord length. It is too small. Overall finish is good. Functionally it is ok. Thick piece of bread can be toasted.,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Nice. Good,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Wrong information provided by pigeon. The only reason I bought this product is it's country of origin is India as compared to its competitors. But they have mentioned it wrong in the description. I'm not complaining the product but they should have mentioned correct information,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Good product.. Book,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Best in class for this price. Browning settings are done very well. Rating has been given for this price point. Well worth the price,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Best in this budget. Nice product easy n safe,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Good product. Nice performance. Have used 2 of them. Cleaning up is difficult though.,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Nice product. Toasting up to mark,B06XPYRWV5,4.2,Kitchen&HomeAppliances,Home & Office
Amazing results. ,B0BN2576GQ,3.7,Kitchen&HomeAppliances,Cleaning Essentials
Bestest product ever. ,B0BN2576GQ,3.7,Kitchen&HomeAppliances,Cleaning Essentials
Nice product. ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
Best for hostel guys. ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
Easy to handle. ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
Very nicely. ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
Easy to use .... ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
Best for bachelor 👌👌👌. ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
Heating is not even and happens only side of the kettle.. ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
There is no flame adjustment. ,B01I1LDZGA,3.9,Kitchen&HomeAppliances,Home & Office
good. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Overall good product but got stop inbetween there is some gap for long term use.. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Perfect. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Useful. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Must buy. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Overall nice product. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Good product. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Amazing product. ,B09JN37WBX,4.6,Kitchen&HomeAppliances,Cleaning Essentials
Nice heater. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
Nice. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
Plug needs an adaptor. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
Elements is not of good quality burning smell. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
It's ok ☺️. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
Beautiful design light weight effective one. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
Plug issue. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
Damaged item received. ,B09CGLY5CX,4,"Heating,Cooling&AirQuality",Home & Office
Buy from ikea directly. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
Good quality. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
one battery set should be provided with the frother. The battery is not available locally. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
very bad product dont buy even no return option available. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
Not IKEA quality. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
Average quality. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
Really Good. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
Not powerful enough. ,B0B4KPCBSH,3.3,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
. ,B09GYBZPHF,3.8,Kitchen&HomeAppliances,Home & Office
good product. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
Nice one. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
Product is gud but size could be little more. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
Best Buying. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
Good product. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
Material is good. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
Worth for cost. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
Sturdiness of Kuber Industries Waterproof Round Non Woven Laundry Bag. ,B08VGFX2B6,4.1,HomeStorage&Organization,Home & Office
It is a dependable mixer one can buy without any hesitation. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
Good kitchen addition. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
It does not have light indicater. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
Nil. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
Noise is too much. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
Nice deal.. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
Nice product. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
😒. ,B01GZSQJPA,4.1,Kitchen&HomeAppliances,Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00H0B29DI,3.8,"Heating,Cooling&AirQuality",Home & Office
Good product. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
Very nice products good quality 👌👌. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
use carefully. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
No fear of over loading. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
very nice. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
Safety switch not working witch required change. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
Not stainless Steel make reflector !. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
Bullshit product. ,B08MVSGXMY,3.8,"Heating,Cooling&AirQuality",Home & Office
Good toaster. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Seamless. Undoubtedly the best. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Good product. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Everything. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Nice and okayish to use at home.. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Value for money. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Good pop-up toaster. Bun warmer feature is a nice addition. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Wonderful product.. ,B071VNHMX2,4.5,Kitchen&HomeAppliances,Home & Office
Good at this budget. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Good product. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Cord length. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Cord length is too short. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Product is good. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Power cable is too short !!!. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Value for money 💰. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Short wire. ,B091V8HK8Z,3.8,Kitchen&HomeAppliances,Home & Office
Healthy alternative to traditional deep frying. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
A new useful equipment for kitchen. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
Nice product. A must have for healthier cooking. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
Best in class Air fryer from Philips. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
Very nice product for Oil free cooking. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
Very useful product. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
Less Oil  food to eat. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
Quick snack machine. ,B097RJ867P,4.4,Kitchen&HomeAppliances,Home & Office
Very light weight. Almost accurate measurements.. It has a option of extended warranty for 6 months. Related to packaging I am little disappointed because I was not able to make out of its new or used product. I just made sure there are no scratches on the product. It didn't come in Amazon box though.,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
Easy to use and on point!. The product is use to use and very light weight. The bowl is an add-on and the scale can be used without it as well.,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
Highly recommend product..just need some minor advanced feature in measuring liquid. Amazing product... good accuracy...easy to carry everywhere..just need some improvements on weighing liquid in ml because only water's ml is equal to gm but rest of the liquid have their own density but this machine still show same ml to gm..,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
Received in a decent condition. Touch works fine.,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
Good machine with precision. The machine does a really good job with good precision. It’s also light weight and quite easy to handle. But it’s a little bit overpriced,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
Great product. Very compact and easy to use scale. It even has multiple units and backlight.,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
Excellent scale. Using it in day to day kitchen for recipes.I like it very much.,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
Good Product. Liked the Product,B013B2WGT6,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B0B25DJ352,4.3,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
. ,B00A7PLVU6,4.2,Kitchen&HomeAppliances,Home & Office
Overall good product. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
Value for money 👍. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
Brand. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
Heater. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
Good product for home room heater. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
It's not repairable at all.. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
Electricity Current Passing Through its Entire Body. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
one rod is not working  solution i have. ,B009P2LK80,3.7,"Heating,Cooling&AirQuality",Home & Office
good machine in budget. ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Very good product.... ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Over all experience is good with this product. ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Very good machine insuch a price range. ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Overall. ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Good product.easy to use. ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Good product compared to the price range..and performance is satifactory. ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
Useful product with good build quality. ,B09VKWGZD7,4.3,Kitchen&HomeAppliances,Cleaning Essentials
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
. ,B08MV82R99,4.1,"Heating,Cooling&AirQuality",Home & Office
Good  product. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
Ok. To. Use and good for this offered price 485rs. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
All over Quolity is Good.. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
Nice job. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
Nice. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
Its good but iron is not otuo disconnect.. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
Good product. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
Why package is very poor. ,B00F159RIK,4.2,Kitchen&HomeAppliances,Home & Office
Best geyser hai saste dam mein Mera experience iske sath achcha Raha. Iska tapman vagaira sab achcha hai install karne mein lagbhag 5 minut bus lagta hai aur aapka geyser ready,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
Nice product. Yes good product,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
Good product. Product is good,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
Working as expected. I installed it my own and it is working as expected. Good product.,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
Good Product. Good Product and easy to install Thank-you Amazone,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
Very Quick and Good customer service. I have a ordered this appliance ..first of all we have to buy pipes and accessories of this worth rs 1000 bcs it was not included in it and after that we installed it and it was not workingBut fortunately after i raised complaint of it to the Crompton service center the resolution was quick a technician came and resolved the issue within a hour he was very polite and good with his workThanks Mr. Tanvir Raza for the quick serviceAlthough product is working perfectly fine now...,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
Good product. Easy installation and easy,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
Does the work. Go for it..!,B0B3X2BY3M,4,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
. ,B00KRCBA6E,3.8,"Heating,Cooling&AirQuality",Home & Office
Nice product. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Need to improve length of cord. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Water hot only few minutes.. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Good product. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Problem with the kettle.. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Very good product 👍. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Good performance. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Good product. ,B07WGPBXY9,3.9,Kitchen&HomeAppliances,Home & Office
Decent product. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Handy and easy to use. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Good product. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Dustbag. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Review. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Good product with budget price. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Nice and compact product for office use.. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Very good product. ,B00V9NHDI4,3.9,Kitchen&HomeAppliances,Cleaning Essentials
Useful on winter / cold deasons. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
Socket required. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
nice. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
GOOD QUALITY. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
Handy. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
Handy and easy  to use. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
Liked it. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
Good. ,B009P2LITG,4.1,"Heating,Cooling&AirQuality",Home & Office
Overall good purchase. Overall good purchase but it smells if you use for upto first week. So keep it in sun later use it otherwise you clothes may smell the same,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
Good. Good,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
Good Purchase. Good to keep laundry & toys. Could be better if bigger size is available. All over not bad to invest your money on this product.,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
Ok hi upar ka dhakkan bahut acchi quality ka nahi hi. Accha hi,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
Nice. Very good product,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
A must have product for your home...gud capacity nice look. https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71xQraHR5wL._SY88.jpg,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
Decent buy. The fabric is sturdy and solves the purpose of a laundry bag. Nice color.,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
Good product. Worth the money..very nice product and very sturdy!,B08D6RCM3Q,4.1,HomeStorage&Organization,Home & Office
Comparisingly slim fan but speed and air delivery is good 👍. May be built slightly heavy in design for better look and air delivery. Overall satisfied in the price of around 1400/-.,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
This is quality product at given price and reliable.. This product is excellent with given price and performance is cool.,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
My favourite fan. Amazing fan quality is good awesome speed,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
Correction needed to the product description. The product discription says 400rpm but its a 380rpm fan,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
Good product. Bit of sound. Nonetheless a good product overall.,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
Nice👍👏😊. Very nice👍👏👏,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
It is too good in this range. Value for money,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
Have clicking sound under slow speed and installation nut & bolts are not in appropriate size. Installation parts are not adequate and make clicking sound in low speed (anything below full speed. If we live with that then everything is ok,B01M0505SJ,4.1,"Heating,Cooling&AirQuality",Home & Office
