cohort_week,purchase_week,l0_category,customer_count,cohort_index
2022-05-02,2022-05-30,Personal Care,4043,4
2022-03-28,2022-06-20,"Dry Fruits, Masala & Oil",47601,12
2022-03-28,2022-04-25,"Chicken, Meat & Fish",2754,4
2022-04-25,2022-05-30,Baby Care,602,5
2022-04-11,2022-05-23,"Tea, Coffee & Health Drinks",19,6
2022-04-25,2022-05-02,Paan Corner,557,1
2022-04-18,2022-05-30,"Dry Fruits, Masala & Oil",9004,6
2022-04-11,2022-05-30,Home & Office,4161,7
2022-03-28,2022-05-16,Munchies,33484,7
2022-05-02,2022-05-16,"Tea, Coffee & Health Drinks",4243,2
2022-05-02,2022-05-02,Sauces & Spreads,11806,0
2022-04-18,2022-05-09,Vegetables & Fruits,17339,3
2022-05-23,2022-05-23,Bakery & Biscuits,233069,0
2022-05-02,2022-05-09,Pet Care,169,1
2022-03-28,2022-04-04,"Chicken, Meat & Fish",1770,1
2022-04-18,2022-05-09,Pharma & Wellness,1344,3
2022-04-18,2022-05-09,Sweet Tooth,5157,3
2022-04-18,2022-05-09,Personal Care,6145,3
2022-03-28,2022-05-02,"Atta, Rice & Dal",45425,5
2022-04-18,2022-04-18,"Dry Fruits, Masala & Oil",45409,0
2022-04-25,2022-05-09,Home & Office,3008,2
2022-04-11,2022-04-18,Pet Care,290,1
2022-05-23,2022-05-23,Sauces & Spreads,94344,0
2022-05-02,2022-05-30,Vegetables & Fruits,9792,4
2022-05-02,2022-06-27,"Tea, Coffee & Health Drinks",2306,8
2022-05-02,2022-05-02,Bakery & Biscuits,20996,0
2022-05-09,2022-06-06,Munchies,6273,4
2022-04-18,2022-05-09,"Dry Fruits, Masala & Oil",11299,3
2022-05-02,2022-05-30,Pharma & Wellness,767,4
2022-03-28,2022-03-28,Cleaning Essentials,42622,0
2022-03-28,2022-06-13,"Chicken, Meat & Fish",2415,11
2022-04-11,2022-05-23,Vegetables & Fruits,168,6
2022-03-28,2022-06-20,Sauces & Spreads,16738,12
2022-04-11,2022-05-23,Pharma & Wellness,4,6
2022-05-16,2022-06-06,Bakery & Biscuits,3547,3
2022-05-09,2022-06-13,Organic & Premium,1167,5
2022-05-30,2022-06-27,Vegetables & Fruits,7467,4
2022-04-25,2022-06-27,Sauces & Spreads,1772,9
2022-04-11,2022-04-11,Bakery & Biscuits,33243,0
2022-05-16,2022-06-13,Dairy & Breakfast,8577,4
2022-04-04,2022-06-13,Munchies,27684,10
2022-05-30,2022-06-27,Pharma & Wellness,669,4
2022-05-02,2022-05-30,Paan Corner,426,4
2022-04-11,2022-06-06,"Atta, Rice & Dal",14504,8
2022-05-16,2022-05-16,Cleaning Essentials,35266,0
2022-05-02,2022-05-02,Baby Care,2488,0
2022-03-28,2022-06-13,Cold Drinks & Juices,30864,11
2022-03-28,2022-06-20,Munchies,35314,12
2022-05-30,2022-06-27,Personal Care,2425,4
2022-04-04,2022-06-27,"Atta, Rice & Dal",20563,12
2022-03-28,2022-06-20,Bakery & Biscuits,28981,12
2022-05-16,2022-06-06,Sauces & Spreads,1690,3
2022-03-28,2022-04-25,Cold Drinks & Juices,44003,4
2022-05-02,2022-06-13,Instant & Frozen Food,4373,6
2022-04-11,2022-04-11,Sauces & Spreads,18915,0
2022-04-11,2022-05-23,Personal Care,24,6
2022-05-02,2022-05-23,Munchies,46,3
2022-04-25,2022-06-27,Bakery & Biscuits,3188,9
2022-03-28,2022-04-25,Organic & Premium,10353,4
2022-05-02,2022-06-20,"Atta, Rice & Dal",7255,7
2022-03-28,2022-04-04,Cold Drinks & Juices,42930,1
2022-05-02,2022-05-23,Home & Office,13,3
2022-04-04,2022-04-25,Dairy & Breakfast,61393,3
2022-04-11,2022-04-25,Pet Care,359,2
2022-04-18,2022-06-06,"Chicken, Meat & Fish",473,7
2022-04-25,2022-04-25,Sweet Tooth,15996,0
2022-04-18,2022-05-09,Organic & Premium,2040,3
2022-06-13,2022-06-20,"Dry Fruits, Masala & Oil",6350,1
2022-04-04,2022-05-16,"Dry Fruits, Masala & Oil",32409,6
2022-04-11,2022-05-09,Dairy & Breakfast,26541,4
2022-05-30,2022-05-30,Cleaning Essentials,66189,0
2022-05-16,2022-05-30,"Tea, Coffee & Health Drinks",2274,2
2022-04-18,2022-06-13,Baby Care,817,8
2022-04-11,2022-06-20,Baby Care,1375,10
2022-05-09,2022-05-23,"Dry Fruits, Masala & Oil",48,2
2022-04-18,2022-05-16,Paan Corner,465,4
2022-05-23,2022-06-20,Cold Drinks & Juices,153,4
2022-04-25,2022-06-20,"Tea, Coffee & Health Drinks",4334,8
2022-04-04,2022-04-11,"Dry Fruits, Masala & Oil",37449,1
2022-05-02,2022-06-06,Paan Corner,522,5
2022-03-28,2022-03-28,Munchies,54682,0
2022-05-02,2022-05-30,Organic & Premium,1235,4
2022-04-25,2022-05-30,Dairy & Breakfast,11028,5
2022-04-04,2022-06-27,"Dry Fruits, Masala & Oil",24042,12
2022-04-11,2022-04-25,Specials,2135,2
2022-04-25,2022-05-02,Cleaning Essentials,4410,1
2022-06-13,2022-06-13,"Chicken, Meat & Fish",1301,0
2022-03-28,2022-04-18,Home & Office,19155,3
2022-05-16,2022-05-23,Baby Care,3,1
2022-04-11,2022-05-02,"Chicken, Meat & Fish",747,3
2022-04-11,2022-06-13,Paan Corner,742,9
2022-05-23,2022-06-13,"Dry Fruits, Masala & Oil",154,3
2022-05-09,2022-05-30,Munchies,4739,3
2022-06-13,2022-06-13,Sauces & Spreads,8438,0
2022-04-11,2022-05-16,Baby Care,1145,5
2022-05-09,2022-06-13,Vegetables & Fruits,9924,5
2022-05-09,2022-05-16,Bakery & Biscuits,4839,1
2022-05-30,2022-06-27,Organic & Premium,960,4
2022-04-18,2022-06-20,Paan Corner,552,9
2022-06-13,2022-06-13,Pet Care,508,0
2022-05-23,2022-06-13,Sweet Tooth,80,3
2022-04-25,2022-06-27,Specials,790,9
2022-05-09,2022-06-13,Pharma & Wellness,886,5
2022-05-09,2022-06-06,Instant & Frozen Food,4312,4
2022-03-28,2022-04-25,Personal Care,26807,4
2022-04-18,2022-05-16,"Atta, Rice & Dal",8199,4
2022-06-13,2022-06-13,Cold Drinks & Juices,21563,0
2022-05-09,2022-06-06,Cleaning Essentials,3221,4
2022-04-11,2022-05-23,Organic & Premium,5,6
2022-04-11,2022-05-02,Cold Drinks & Juices,15037,3
2022-06-06,2022-06-13,Sauces & Spreads,2954,1
2022-04-18,2022-05-23,Dairy & Breakfast,72,5
2022-04-18,2022-06-06,Cold Drinks & Juices,8998,7
2022-03-28,2022-04-25,Vegetables & Fruits,73954,4
2022-06-13,2022-06-13,Specials,145,0
2022-04-25,2022-06-27,Pet Care,131,9
2022-05-09,2022-05-16,Sauces & Spreads,2290,1
2022-06-13,2022-06-13,Bakery & Biscuits,16806,0
2022-04-11,2022-06-27,Sweet Tooth,3771,11
2022-05-23,2022-06-27,Paan Corner,14,5
2022-05-09,2022-05-23,Paan Corner,1,2
2022-03-28,2022-04-25,Pharma & Wellness,6063,4
2022-05-02,2022-06-27,Cleaning Essentials,2264,8
2022-06-06,2022-06-06,Dairy & Breakfast,40194,0
2022-06-27,2022-06-27,Paan Corner,1040,0
2022-04-25,2022-06-06,Baby Care,703,6
2022-05-09,2022-06-13,Personal Care,3466,5
2022-05-23,2022-06-20,"Chicken, Meat & Fish",14,4
2022-06-06,2022-06-13,Bakery & Biscuits,5826,1
2022-04-04,2022-06-20,Cleaning Essentials,20141,11
2022-04-04,2022-06-13,Home & Office,10982,10
2022-04-18,2022-04-25,Specials,1593,1
2022-03-28,2022-05-30,"Dry Fruits, Masala & Oil",40747,9
2022-04-04,2022-05-23,"Tea, Coffee & Health Drinks",36,7
2022-04-18,2022-04-25,"Chicken, Meat & Fish",647,1
2022-05-09,2022-05-30,Organic & Premium,1110,3
2022-05-23,2022-06-06,Pet Care,4,2
2022-05-23,2022-06-20,Dairy & Breakfast,306,4
2022-04-18,2022-06-20,"Dry Fruits, Masala & Oil",10960,9
2022-04-25,2022-06-06,Paan Corner,520,6
2022-05-16,2022-05-30,Dairy & Breakfast,7686,2
2022-06-06,2022-06-20,"Tea, Coffee & Health Drinks",3793,2
2022-06-27,2022-06-27,Baby Care,1253,0
2022-05-09,2022-05-23,Baby Care,2,2
2022-05-23,2022-06-27,Baby Care,11,5
2022-04-18,2022-04-18,Home & Office,13171,0
2022-05-09,2022-05-16,"Tea, Coffee & Health Drinks",4205,1
2022-03-28,2022-05-09,Organic & Premium,9697,6
2022-03-28,2022-04-18,"Dry Fruits, Masala & Oil",49278,3
2022-06-20,2022-06-27,"Tea, Coffee & Health Drinks",3397,1
2022-04-04,2022-05-09,Dairy & Breakfast,60222,5
2022-05-23,2022-06-06,Specials,1,2
2022-04-18,2022-04-25,Pet Care,221,1
2022-05-30,2022-06-27,"Dry Fruits, Masala & Oil",4764,4
2022-04-18,2022-06-13,"Chicken, Meat & Fish",477,8
2022-03-28,2022-05-09,"Dry Fruits, Masala & Oil",47669,6
2022-05-23,2022-05-23,Instant & Frozen Food,178757,0
2022-04-18,2022-06-20,Baby Care,950,9
2022-05-09,2022-06-27,"Tea, Coffee & Health Drinks",1867,7
2022-04-11,2022-05-16,Paan Corner,622,5
2022-04-11,2022-06-13,Baby Care,1309,9
2022-04-18,2022-04-25,Vegetables & Fruits,18964,1
2022-05-16,2022-05-23,Paan Corner,3,1
2022-05-02,2022-05-16,Sauces & Spreads,2318,2
2022-06-20,2022-06-20,Dairy & Breakfast,49753,0
2022-06-13,2022-06-20,Specials,1112,1
2022-04-18,2022-06-27,Sweet Tooth,2639,10
2022-05-02,2022-06-27,Pet Care,128,8
2022-05-09,2022-06-27,Cleaning Essentials,1816,7
2022-04-18,2022-04-25,Pharma & Wellness,1545,1
2022-04-18,2022-06-13,Cold Drinks & Juices,7797,8
2022-05-02,2022-06-13,Personal Care,3893,6
2022-04-11,2022-06-13,Home & Office,4647,9
2022-04-11,2022-06-20,Cleaning Essentials,8423,10
2022-05-30,2022-06-06,Organic & Premium,1794,1
2022-05-02,2022-06-06,Baby Care,720,5
2022-05-02,2022-06-13,Vegetables & Fruits,10772,6
2022-05-02,2022-05-16,Bakery & Biscuits,4852,2
2022-05-09,2022-06-13,Instant & Frozen Food,3879,5
2022-05-02,2022-06-27,Specials,808,8
2022-04-18,2022-04-25,Cold Drinks & Juices,12400,1
2022-05-23,2022-06-20,Sweet Tooth,98,4
2022-06-13,2022-06-20,Pet Care,153,1
2022-04-18,2022-05-16,Baby Care,703,4
2022-05-02,2022-06-13,Pharma & Wellness,950,6
2022-03-28,2022-04-11,Cleaning Essentials,25320,2
2022-06-13,2022-06-27,Dairy & Breakfast,6787,2
2022-04-11,2022-06-20,Paan Corner,819,10
2022-04-18,2022-06-13,Paan Corner,520,8
2022-05-16,2022-05-30,Munchies,3777,2
2022-05-02,2022-06-06,Cleaning Essentials,3687,5
2022-05-23,2022-06-06,"Dry Fruits, Masala & Oil",146,2
2022-03-28,2022-05-16,"Atta, Rice & Dal",34755,7
2022-04-04,2022-05-23,Organic & Premium,25,7
2022-04-18,2022-04-25,Personal Care,6316,1
2022-06-06,2022-06-27,Dairy & Breakfast,8145,3
2022-03-28,2022-05-23,Dairy & Breakfast,155,8
2022-04-25,2022-04-25,Home & Office,10768,0
2022-04-18,2022-04-18,Pet Care,645,0
2022-04-18,2022-05-02,"Atta, Rice & Dal",10026,2
2022-04-11,2022-05-16,"Dry Fruits, Masala & Oil",14174,5
2022-03-28,2022-05-09,Personal Care,24714,6
2022-06-20,2022-06-27,Munchies,6441,1
2022-03-28,2022-06-06,"Chicken, Meat & Fish",2289,10
2022-04-11,2022-04-11,"Dry Fruits, Masala & Oil",56669,0
2022-05-09,2022-05-30,Vegetables & Fruits,9120,3
2022-05-16,2022-06-06,Munchies,4769,3
2022-05-16,2022-06-20,"Tea, Coffee & Health Drinks",2414,5
2022-05-02,2022-05-23,"Dry Fruits, Masala & Oil",62,3
2022-05-09,2022-05-30,Pharma & Wellness,716,3
2022-04-25,2022-05-09,Specials,2,2
2022-04-25,2022-05-30,"Tea, Coffee & Health Drinks",3799,5
2022-05-23,2022-05-30,Cold Drinks & Juices,91,1
2022-05-09,2022-05-30,Personal Care,3137,3
2022-05-02,2022-05-02,Paan Corner,1380,0
2022-04-04,2022-05-16,Munchies,27121,6
2022-04-11,2022-06-27,"Dry Fruits, Masala & Oil",10367,11
2022-05-02,2022-05-30,Baby Care,526,4
2022-04-25,2022-05-09,"Tea, Coffee & Health Drinks",5426,2
2022-04-04,2022-05-30,Home & Office,10301,8
2022-04-11,2022-05-09,Sweet Tooth,7328,4
2022-06-27,2022-06-27,"Tea, Coffee & Health Drinks",7190,0
2022-04-04,2022-05-02,"Chicken, Meat & Fish",1758,4
2022-04-25,2022-05-09,Pet Care,191,2
2022-03-28,2022-05-09,Vegetables & Fruits,71748,6
2022-03-28,2022-05-09,Pharma & Wellness,5106,6
2022-04-18,2022-06-20,Bakery & Biscuits,6868,9
2022-05-30,2022-06-06,Pharma & Wellness,1405,1
2022-04-11,2022-06-27,"Atta, Rice & Dal",8740,11
2022-05-30,2022-06-06,Vegetables & Fruits,15714,1
2022-06-27,2022-06-27,Home & Office,6212,0
2022-04-25,2022-06-06,Sauces & Spreads,2726,6
2022-04-18,2022-04-25,Organic & Premium,2094,1
2022-05-09,2022-06-20,"Atta, Rice & Dal",5669,6
2022-04-04,2022-05-02,Cold Drinks & Juices,32487,4
2022-04-04,2022-04-11,Sauces & Spreads,13121,1
2022-04-04,2022-05-23,Personal Care,45,7
2022-05-16,2022-06-27,Bakery & Biscuits,1858,6
2022-05-30,2022-06-13,Cleaning Essentials,3095,2
2022-05-30,2022-06-20,Home & Office,3116,3
2022-04-11,2022-04-25,Dairy & Breakfast,26600,2
2022-04-25,2022-05-23,Munchies,44,4
2022-05-02,2022-06-06,Instant & Frozen Food,4864,5
2022-05-09,2022-05-23,Home & Office,9,2
2022-04-25,2022-05-02,Instant & Frozen Food,6052,1
2022-04-18,2022-06-20,Sauces & Spreads,3589,9
2022-04-04,2022-05-23,Vegetables & Fruits,279,7
2022-04-25,2022-06-06,Bakery & Biscuits,5376,6
2022-04-04,2022-05-23,Pharma & Wellness,11,7
2022-03-28,2022-04-04,Home & Office,21467,1
2022-03-28,2022-06-06,Cold Drinks & Juices,35809,10
2022-05-16,2022-06-27,Sauces & Spreads,988,6
2022-04-25,2022-05-02,Baby Care,734,1
2022-04-04,2022-06-20,Munchies,28710,11
2022-04-04,2022-04-11,Bakery & Biscuits,23918,1
2022-05-02,2022-06-13,Organic & Premium,1243,6
2022-03-28,2022-06-13,Munchies,33680,11
2022-04-25,2022-05-30,Paan Corner,408,5
2022-04-25,2022-05-16,Cleaning Essentials,3382,3
2022-04-04,2022-06-06,"Atta, Rice & Dal",33145,9
2022-05-30,2022-06-06,Personal Care,5034,1
2022-04-25,2022-06-13,Dairy & Breakfast,12596,7
2022-05-23,2022-05-30,"Chicken, Meat & Fish",4,1
2022-05-23,2022-05-30,Pet Care,2,1
2022-05-23,2022-06-13,Organic & Premium,28,3
2022-04-18,2022-04-18,Sweet Tooth,18971,0
2022-04-04,2022-05-02,Personal Care,24024,4
2022-04-04,2022-06-20,Instant & Frozen Food,21323,11
2022-04-11,2022-05-09,"Atta, Rice & Dal",15419,4
2022-04-11,2022-05-30,Instant & Frozen Food,7337,7
2022-04-04,2022-06-06,Munchies,29587,9
2022-03-28,2022-04-11,Munchies,41033,2
2022-04-04,2022-05-30,Sauces & Spreads,10250,8
2022-04-11,2022-04-18,Cleaning Essentials,8141,1
2022-04-11,2022-05-09,Specials,10,4
2022-04-18,2022-05-30,Baby Care,637,6
2022-06-13,2022-06-27,Instant & Frozen Food,2423,2
2022-04-25,2022-05-30,"Atta, Rice & Dal",6233,5
2022-04-18,2022-05-02,Paan Corner,518,2
2022-05-16,2022-05-16,Munchies,75177,0
2022-04-11,2022-04-18,Instant & Frozen Food,10471,1
2022-04-11,2022-05-09,Pet Care,319,4
2022-04-04,2022-05-02,Vegetables & Fruits,54811,4
2022-04-04,2022-05-30,Bakery & Biscuits,18708,8
2022-04-25,2022-05-09,Sweet Tooth,4185,2
2022-04-25,2022-06-20,Cold Drinks & Juices,5819,8
2022-05-23,2022-06-20,"Tea, Coffee & Health Drinks",106,4
2022-04-11,2022-05-09,Instant & Frozen Food,10357,4
2022-04-04,2022-05-02,Pharma & Wellness,4521,4
2022-05-16,2022-05-30,Cold Drinks & Juices,3944,2
2022-05-30,2022-06-20,Bakery & Biscuits,5514,3
2022-04-18,2022-06-06,Pharma & Wellness,1360,7
2022-03-28,2022-06-27,Personal Care,14886,13
2022-05-09,2022-05-23,Bakery & Biscuits,38,2
2022-04-18,2022-06-06,Vegetables & Fruits,14047,7
2022-05-16,2022-06-27,Home & Office,1003,6
2022-04-18,2022-06-06,"Tea, Coffee & Health Drinks",5714,7
2022-03-28,2022-04-04,Sauces & Spreads,17223,1
2022-04-25,2022-06-20,Personal Care,5164,8
2022-04-25,2022-06-20,"Chicken, Meat & Fish",425,8
2022-04-11,2022-05-16,Organic & Premium,2498,5
2022-04-18,2022-05-23,"Atta, Rice & Dal",50,5
2022-06-06,2022-06-06,"Dry Fruits, Masala & Oil",27555,0
2022-06-27,2022-06-27,Bakery & Biscuits,9766,0
2022-04-18,2022-06-13,Cleaning Essentials,4529,8
2022-04-25,2022-04-25,"Dry Fruits, Masala & Oil",40798,0
2022-04-11,2022-05-23,Munchies,44,6
2022-04-18,2022-06-20,Home & Office,3535,9
2022-05-16,2022-05-30,"Chicken, Meat & Fish",287,2
2022-04-18,2022-05-16,Dairy & Breakfast,16249,4
2022-05-30,2022-06-27,Munchies,4155,4
2022-05-09,2022-05-23,Sauces & Spreads,12,2
2022-04-25,2022-06-20,Vegetables & Fruits,10660,8
2022-06-06,2022-06-06,"Atta, Rice & Dal",21347,0
2022-05-30,2022-06-20,Sauces & Spreads,2836,3
2022-04-04,2022-04-11,Home & Office,13467,1
2022-04-25,2022-06-20,Pharma & Wellness,1156,8
2022-04-25,2022-06-13,"Dry Fruits, Masala & Oil",8049,7
2022-04-25,2022-06-06,Home & Office,2596,6
2022-05-09,2022-06-13,Munchies,5951,5
2022-04-11,2022-05-30,Paan Corner,555,7
2022-06-27,2022-06-27,Sauces & Spreads,5935,0
2022-04-11,2022-05-02,"Tea, Coffee & Health Drinks",9805,3
2022-04-11,2022-05-02,Baby Care,1396,3
2022-03-28,2022-04-04,Bakery & Biscuits,30809,1
2022-03-28,2022-06-27,Vegetables & Fruits,40248,13
2022-05-16,2022-06-20,Munchies,4260,5
2022-04-18,2022-06-06,Personal Care,6330,7
2022-06-13,2022-06-13,"Tea, Coffee & Health Drinks",12472,0
2022-03-28,2022-06-27,Pharma & Wellness,3052,13
2022-05-23,2022-05-30,Sweet Tooth,58,1
2022-04-18,2022-04-18,Bakery & Biscuits,25411,0
2022-05-23,2022-06-06,Cleaning Essentials,76,2
2022-05-30,2022-05-30,Instant & Frozen Food,70696,0
2022-05-23,2022-06-06,Sweet Tooth,73,2
2022-04-11,2022-06-06,Paan Corner,730,8
2022-03-28,2022-05-16,Instant & Frozen Food,24433,7
2022-05-09,2022-05-09,Cleaning Essentials,14841,0
2022-03-28,2022-05-23,Baby Care,1,8
2022-05-23,2022-06-13,Vegetables & Fruits,220,3
2022-06-13,2022-06-27,Baby Care,313,2
2022-05-16,2022-05-23,Instant & Frozen Food,12,1
2022-05-02,2022-06-27,Cold Drinks & Juices,3592,8
2022-03-28,2022-04-11,Instant & Frozen Food,29783,2
2022-05-23,2022-06-13,Pharma & Wellness,20,3
2022-04-18,2022-04-18,Sauces & Spreads,13810,0
2022-04-11,2022-05-23,Cold Drinks & Juices,36,6
2022-05-23,2022-06-13,Personal Care,81,3
2022-04-04,2022-05-02,Organic & Premium,7943,4
2022-03-28,2022-06-27,Instant & Frozen Food,17159,13
2022-03-28,2022-05-30,Cleaning Essentials,21074,9
2022-04-18,2022-04-25,Sweet Tooth,5736,1
2022-03-28,2022-05-02,Dairy & Breakfast,79300,5
2022-04-25,2022-06-13,Baby Care,674,7
2022-05-02,2022-06-20,Baby Care,679,7
2022-03-28,2022-05-02,Munchies,42064,5
2022-05-02,2022-05-16,Cold Drinks & Juices,6616,2
2022-04-25,2022-05-16,Paan Corner,464,3
2022-04-11,2022-05-16,Vegetables & Fruits,20108,5
2022-04-04,2022-05-23,Paan Corner,8,7
2022-04-11,2022-06-13,Bakery & Biscuits,9705,9
2022-04-25,2022-04-25,Sauces & Spreads,11726,0
2022-03-28,2022-04-25,"Tea, Coffee & Health Drinks",29517,4
2022-04-11,2022-05-23,"Chicken, Meat & Fish",2,6
2022-05-23,2022-06-20,Specials,23,4
2022-04-18,2022-06-27,Pet Care,147,10
2022-04-11,2022-05-16,Pharma & Wellness,1455,5
2022-05-02,2022-06-27,Sweet Tooth,2053,8
2022-05-16,2022-06-13,"Atta, Rice & Dal",4127,4
2022-05-16,2022-06-06,"Dry Fruits, Masala & Oil",5124,3
2022-04-11,2022-06-06,Dairy & Breakfast,23007,8
2022-03-28,2022-04-04,"Tea, Coffee & Health Drinks",26196,1
2022-04-11,2022-04-11,Baby Care,4027,0
2022-04-18,2022-06-06,Baby Care,913,7
2022-04-18,2022-06-06,Organic & Premium,1937,7
2022-05-02,2022-05-16,"Chicken, Meat & Fish",433,2
2022-05-16,2022-05-23,Cleaning Essentials,15,1
2022-03-28,2022-06-27,Organic & Premium,5982,13
2022-05-23,2022-06-20,Pet Care,4,4
2022-04-25,2022-04-25,Bakery & Biscuits,22353,0
2022-06-13,2022-06-20,Sweet Tooth,3154,1
2022-04-11,2022-06-13,Sauces & Spreads,5161,9
2022-04-18,2022-06-27,Specials,1077,10
2022-05-02,2022-06-13,Paan Corner,488,6
2022-04-04,2022-05-30,Munchies,22869,8
2022-04-04,2022-06-27,Dairy & Breakfast,35050,12
2022-06-06,2022-06-27,Munchies,4108,3
2022-05-02,2022-05-16,Baby Care,533,2
2022-04-25,2022-06-20,Paan Corner,511,8
2022-04-04,2022-04-04,Cleaning Essentials,54282,0
2022-03-28,2022-06-13,"Tea, Coffee & Health Drinks",21620,11
2022-04-11,2022-05-16,Personal Care,7566,5
2022-04-25,2022-06-20,Organic & Premium,1717,8
2022-04-04,2022-04-25,"Atta, Rice & Dal",35488,3
2022-05-02,2022-06-27,"Chicken, Meat & Fish",278,8
2022-05-02,2022-05-16,Home & Office,2255,2
2022-05-02,2022-06-20,Dairy & Breakfast,12092,7
2022-04-18,2022-04-18,Personal Care,24712,0
2022-03-28,2022-03-28,"Atta, Rice & Dal",67033,0
2022-05-23,2022-06-13,Sauces & Spreads,56,3
2022-05-23,2022-06-06,Munchies,129,2
2022-06-06,2022-06-13,Instant & Frozen Food,5111,1
2022-03-28,2022-04-18,Paan Corner,1515,3
2022-03-28,2022-05-30,Dairy & Breakfast,59359,9
2022-05-02,2022-05-02,Instant & Frozen Food,27561,0
2022-03-28,2022-05-02,Cleaning Essentials,28082,5
2022-06-06,2022-06-20,Baby Care,687,2
2022-04-04,2022-05-30,Organic & Premium,5703,8
2022-04-04,2022-06-06,Cold Drinks & Juices,28778,9
2022-04-18,2022-04-25,Munchies,10840,1
2022-03-28,2022-05-02,Cold Drinks & Juices,40820,5
2022-05-23,2022-06-13,Bakery & Biscuits,101,3
2022-04-25,2022-06-06,Instant & Frozen Food,4967,6
2022-05-30,2022-06-13,Cold Drinks & Juices,7300,2
2022-04-18,2022-04-18,Pharma & Wellness,5879,0
2022-03-28,2022-03-28,Cold Drinks & Juices,52449,0
2022-03-28,2022-05-02,Sweet Tooth,21012,5
2022-05-09,2022-05-09,Dairy & Breakfast,40940,0
2022-04-18,2022-04-18,Vegetables & Fruits,48011,0
2022-05-23,2022-06-06,Dairy & Breakfast,223,2
2022-04-04,2022-04-18,Baby Care,2907,2
2022-06-06,2022-06-13,Paan Corner,653,1
2022-05-02,2022-06-13,Home & Office,2295,6
2022-05-02,2022-06-20,Cleaning Essentials,3976,7
2022-03-28,2022-05-02,"Chicken, Meat & Fish",2733,5
2022-05-02,2022-06-27,Munchies,4094,8
2022-06-06,2022-06-27,"Tea, Coffee & Health Drinks",2134,3
2022-05-16,2022-05-30,Specials,1,2
2022-05-30,2022-06-13,"Chicken, Meat & Fish",635,2
2022-04-11,2022-06-13,Personal Care,8843,9
2022-04-18,2022-06-27,"Dry Fruits, Masala & Oil",6791,10
2022-04-25,2022-04-25,Pharma & Wellness,4749,0
2022-04-04,2022-06-27,Cleaning Essentials,11700,12
2022-03-28,2022-03-28,"Chicken, Meat & Fish",2395,0
2022-04-04,2022-04-04,Dairy & Breakfast,125607,0
2022-04-25,2022-04-25,Vegetables & Fruits,43182,0
2022-04-11,2022-05-16,Sauces & Spreads,4638,5
2022-05-02,2022-05-09,"Tea, Coffee & Health Drinks",5442,1
2022-03-28,2022-04-04,Organic & Premium,11437,1
2022-05-09,2022-06-20,"Tea, Coffee & Health Drinks",3290,6
2022-04-18,2022-04-25,Home & Office,3933,1
2022-04-04,2022-05-30,Sweet Tooth,12481,8
2022-05-16,2022-05-30,Pet Care,57,2
2022-06-06,2022-06-27,Sweet Tooth,2107,3
2022-05-16,2022-05-23,Dairy & Breakfast,68,1
2022-05-02,2022-05-30,"Tea, Coffee & Health Drinks",3584,4
2022-05-30,2022-06-20,Organic & Premium,1686,3
2022-04-25,2022-04-25,Personal Care,21733,0
2022-05-16,2022-05-16,"Atta, Rice & Dal",81366,0
2022-04-11,2022-06-06,Cleaning Essentials,8201,8
2022-04-25,2022-05-23,"Dry Fruits, Masala & Oil",56,4
2022-06-13,2022-06-20,Munchies,6036,1
2022-05-09,2022-05-23,Organic & Premium,3,2
2022-06-20,2022-06-20,"Tea, Coffee & Health Drinks",15834,0
2022-04-11,2022-06-13,Pharma & Wellness,1786,9
2022-05-09,2022-05-09,Baby Care,2484,0
2022-04-18,2022-05-16,"Dry Fruits, Masala & Oil",9519,4
2022-05-30,2022-06-20,"Dry Fruits, Masala & Oil",8136,3
2022-04-04,2022-06-06,"Chicken, Meat & Fish",1560,9
2022-04-11,2022-05-16,Bakery & Biscuits,9074,5
2022-04-11,2022-06-13,Vegetables & Fruits,19084,9
2022-06-27,2022-06-27,Organic & Premium,2606,0
2022-06-20,2022-06-27,Pet Care,196,1
2022-04-04,2022-05-30,Pharma & Wellness,3217,8
2022-04-04,2022-05-16,Specials,24,6
2022-04-18,2022-04-18,Munchies,33101,0
2022-05-16,2022-06-27,Baby Care,221,6
2022-04-04,2022-05-02,Bakery & Biscuits,25679,4
2022-04-04,2022-05-30,Vegetables & Fruits,39033,8
2022-04-11,2022-04-25,Cold Drinks & Juices,16410,2
2022-03-28,2022-05-09,Home & Office,17133,6
2022-05-16,2022-06-13,Instant & Frozen Food,2934,4
2022-04-04,2022-06-06,Sweet Tooth,15453,9
2022-03-28,2022-04-11,Sweet Tooth,23097,2
2022-05-16,2022-06-06,Pet Care,94,3
2022-04-25,2022-05-02,"Atta, Rice & Dal",7722,1
2022-04-11,2022-04-18,Dairy & Breakfast,26975,1
2022-04-11,2022-06-13,Cold Drinks & Juices,11364,9
2022-05-30,2022-06-20,Baby Care,749,3
2022-04-04,2022-05-02,Sauces & Spreads,14130,4
2022-04-04,2022-05-16,Pet Care,546,6
2022-06-20,2022-06-27,Specials,896,1
2022-04-18,2022-04-18,Organic & Premium,6131,0
2022-05-16,2022-05-16,Sweet Tooth,30260,0
2022-05-16,2022-06-06,Specials,128,3
2022-05-09,2022-05-30,Home & Office,1839,3
2022-03-28,2022-04-25,Paan Corner,1564,4
2022-04-04,2022-05-30,Personal Care,18575,8
2022-04-25,2022-05-09,Munchies,8678,2
